loan_id,no_of_dependents,education,self_employed,age,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3506,5,0,0,38,1028000,21520,12,310,16600,8300,33600,279200,0
3507,1,1,1,70,384000,46380,13,685,26900,28700,36700,999400,1
3508,2,1,0,26,877000,41040,14,632,13000,69600,30900,792300,1
3509,4,1,0,51,1210000,21170,22,656,34900,18000,31400,748500,0
3510,2,0,0,59,377000,15450,27,641,85000,77500,19800,633400,0
3511,1,1,1,72,651000,28370,20,817,16100,59400,25900,363000,0
3512,2,1,1,59,911000,16760,25,722,8900,61800,41700,172200,0
3513,2,1,0,55,986000,25570,12,894,27900,6400,33300,88400,0
3514,3,0,1,51,457000,42680,28,743,65900,93600,37300,650900,0
3515,2,0,1,57,685000,14870,13,547,60800,91000,1100,757200,1
3516,4,1,1,48,449000,5330,22,744,45500,22800,24800,459500,1
3517,5,0,1,49,635000,16250,5,408,4500,23900,36400,610900,0
3518,3,0,0,38,1072000,15280,15,766,48700,82800,21300,90100,1
3519,5,1,1,37,446000,39790,14,430,45700,8600,27100,133200,0
3520,4,0,1,76,837000,1590,9,483,26300,85800,19400,358700,0
3521,3,1,0,37,1133000,32630,9,494,18300,46000,13800,33600,0
3522,0,1,1,35,211000,32260,14,326,48700,86000,41600,399800,0
3523,2,0,1,63,741000,16610,15,588,86200,63400,24600,512100,1
3524,0,1,0,61,1164000,34360,21,536,35400,11700,42900,96200,0
3525,5,0,1,44,619000,41750,19,751,36900,43200,49200,747200,1
3526,1,1,1,29,1115000,38660,23,528,74500,33100,15100,257300,1
3527,3,1,0,74,1271000,12960,8,380,85200,58400,37500,604800,0
3528,5,0,0,70,1336000,47410,18,625,76100,30500,5000,882400,1
3529,0,1,0,78,1265000,29210,25,433,91100,94000,46600,525000,0
3530,4,1,1,49,347000,20870,27,650,95900,31200,39400,80000,1
3531,1,1,1,34,436000,36530,16,778,9300,73200,9900,188900,1
3532,3,1,0,31,785000,8990,21,304,98000,10600,2500,925000,0
3533,0,0,0,44,790000,40440,26,720,49500,58000,30900,519500,1
3534,1,1,1,24,712000,47810,19,672,51400,23000,12200,330700,1
3535,2,0,0,54,792000,37570,26,688,98000,83000,47100,294100,0
3536,3,1,0,79,730000,26040,25,421,79800,1700,3300,377700,0
3537,0,0,0,22,1182000,15610,8,580,47800,87600,16900,737500,1
3538,5,0,1,31,1021000,31890,19,788,69300,61800,10900,902800,1
3539,3,0,0,56,1462000,33940,12,523,86900,59600,24600,534000,1
3540,3,1,0,27,436000,500,18,837,40600,47200,36200,991500,1
3541,0,0,1,53,616000,26670,10,550,21700,38500,15300,314800,1
3542,3,0,0,34,321000,6830,29,301,89700,86700,30500,743600,0
3543,2,0,0,33,670000,40200,25,703,35200,80500,17800,909500,1
3544,0,1,1,73,695000,10480,13,638,30900,96600,12700,624300,0
3545,3,1,1,40,980000,7300,9,406,53400,65400,37800,726200,0
3546,1,0,1,74,911000,16620,13,820,63500,30300,14700,596800,0
3547,4,0,1,28,1398000,37770,18,882,47800,54600,1300,977200,1
3548,0,0,0,75,1162000,10300,17,810,12000,26700,5400,258500,0
3549,4,0,0,72,695000,43280,10,323,97400,9800,33200,912600,0
3550,5,1,0,65,666000,5790,10,590,46300,80600,44100,234900,1
3551,4,1,1,36,663000,24440,16,519,53100,29000,30100,931500,1
3552,3,0,1,52,431000,31720,18,555,21700,79900,39700,407900,1
3553,4,1,1,73,523000,27130,28,770,49000,98800,8500,425800,0
3554,5,1,0,40,339000,13160,28,515,53000,30400,41400,836700,1
3555,5,1,0,29,758000,23260,28,439,28700,70100,23200,231500,0
3556,3,0,0,48,884000,39730,14,318,13400,78500,23400,451600,0
3557,2,0,1,74,1055000,31070,29,587,73400,1900,17200,305000,0
3558,0,1,1,40,1034000,29650,17,769,32900,92100,18200,559000,1
3559,2,0,1,61,654000,20500,7,590,97100,81300,24900,587900,1
3560,1,1,0,47,921000,13710,20,498,84200,58600,24700,675300,0
3561,4,0,1,42,889000,1540,23,322,79600,27200,24500,208200,0
3562,5,0,1,41,1427000,26080,10,443,90500,56300,4900,299700,0
3563,0,1,0,53,1356000,18760,8,511,3600,97800,42300,138300,1
3564,4,1,0,27,438000,9700,23,542,58400,87000,47700,267700,1
3565,1,1,0,60,1330000,35240,7,433,72900,27700,45600,937000,0
3566,4,1,0,64,438000,49720,21,429,63100,73700,4400,707300,0
3567,1,1,1,61,1437000,39750,25,588,94400,65200,23000,469800,0
3568,2,1,1,33,471000,32200,7,677,43900,25800,8100,643500,1
3569,3,0,1,31,542000,13490,21,745,1200,72000,24200,534500,1
3570,1,1,1,41,1332000,28710,23,551,50200,70100,29200,329600,1
3571,2,1,0,61,1432000,19700,28,793,7200,30400,21000,566400,0
3572,1,0,1,73,1459000,36490,28,852,26400,60300,29900,456300,0
3573,3,1,0,47,1150000,35300,11,720,95200,49800,35000,458900,1
3574,0,1,0,51,1283000,8640,25,341,28000,93100,33900,89500,0
3575,0,0,1,73,351000,29000,19,633,56600,36700,5600,879600,0
3576,2,0,1,63,698000,6310,8,790,20900,39000,39000,843000,1
3577,2,1,1,37,988000,23410,13,680,14800,8200,13800,719900,1
3578,2,1,0,68,364000,1420,20,627,43100,64700,36500,919300,1
3579,0,1,0,40,925000,39760,17,555,55900,9100,37300,721600,1
3580,2,0,0,74,512000,16160,28,561,62700,6200,9400,450100,0
3581,0,1,1,54,336000,21830,27,682,91700,14400,8300,163600,0
3582,2,0,1,56,1452000,42800,20,496,77900,75300,11700,819000,0
3583,4,0,0,31,509000,16250,22,665,95400,92300,38000,238900,1
3584,5,1,0,76,901000,7390,14,857,42400,62400,35800,233900,0
3585,0,0,1,53,688000,24400,21,390,20900,61400,9000,626600,0
3586,2,1,1,56,791000,11310,27,671,47900,43900,16300,732200,0
3587,0,1,1,46,472000,42780,23,895,72200,46900,21800,102700,1
3588,1,1,1,49,1017000,19260,6,613,39600,98700,29300,516500,1
3589,2,0,1,23,1061000,36220,8,614,86200,90900,4200,24500,1
3590,4,0,0,75,984000,28450,20,852,96300,19700,35900,674800,0
3591,1,1,1,35,970000,10110,21,338,28800,90000,21800,65100,0
3592,0,0,0,47,1053000,42380,5,371,65100,92500,38700,754100,0
3593,0,1,0,22,689000,27050,7,546,73600,4700,41600,908900,1
3594,2,1,1,73,1003000,6890,21,538,34200,10500,35100,866000,0
3595,2,0,1,28,604000,14710,26,568,16100,49300,9600,68600,0
3596,0,0,1,54,617000,15120,19,851,98300,77900,13700,392500,1
3597,0,1,1,27,1204000,25310,21,673,45500,60500,7500,120800,1
3598,3,0,1,71,1330000,29710,16,832,17300,33700,11300,759100,0
3599,4,1,1,70,1101000,5220,24,649,6000,8100,42300,306300,0
3600,1,0,0,70,1335000,6390,29,731,67200,10000,20200,954400,0
3601,3,1,0,79,1310000,3140,10,602,17300,62200,46100,247300,0
3602,3,1,0,36,678000,620,11,578,66000,28700,18800,964700,1
3603,5,1,1,41,1268000,22440,28,686,29000,7100,5600,730900,1
3604,4,0,1,27,208000,28700,12,645,24600,52700,33000,396800,0
3605,2,0,1,80,229000,38220,16,615,3000,70200,27100,533400,0
3606,5,0,1,57,526000,7370,19,555,33700,79900,37900,421100,1
3607,2,0,1,68,1383000,29330,15,581,2100,67100,47700,876700,1
3608,5,1,0,28,713000,12250,19,564,24500,62400,21600,568200,1
3609,1,1,1,65,852000,8600,20,410,17600,34600,39600,204700,0
3610,3,0,1,69,513000,20860,12,725,61600,72900,26700,939900,1
3611,5,1,1,63,1244000,22130,5,729,10800,38600,29400,850100,1
3612,1,0,1,38,1391000,8410,25,662,72200,98400,3000,274900,1
3613,5,0,0,32,1472000,15290,19,599,0,38900,49800,263500,1
3614,1,0,0,35,1411000,31890,23,389,62200,64000,17000,176300,0
3615,1,1,0,59,1182000,48670,24,679,56100,31400,16800,938900,0
3616,5,1,1,76,523000,46450,22,747,89000,18000,11500,541300,0
3617,1,1,0,43,1299000,13140,5,790,41600,11000,38300,598000,1
3618,0,0,0,44,1000000,40550,14,841,2600,17400,47600,846200,1
3619,5,1,1,31,1326000,28140,26,726,30100,66400,12700,501200,1
3620,1,0,0,47,947000,25670,6,750,4800,1500,9200,306400,1
3621,5,1,1,25,1377000,21950,15,747,15600,30800,4200,609200,1
3622,5,1,0,66,1367000,37300,26,637,98400,37900,15200,486400,0
3623,3,1,1,70,1420000,7640,20,382,20900,91300,37000,177000,0
3624,4,1,0,63,771000,33430,13,336,31800,85400,30500,311600,0
3625,4,1,0,75,1384000,30570,5,713,55600,95100,11700,955600,0
3626,4,0,1,75,836000,15920,27,662,63900,33400,43400,968600,0
3627,2,0,0,40,1159000,24080,10,304,67700,5100,34800,706500,0
3628,3,1,1,51,662000,32510,23,379,6300,37700,37600,351800,0
3629,1,0,1,75,1281000,41010,15,700,28500,48300,30200,124300,0
3630,4,1,0,48,1272000,27430,10,332,19800,1900,37500,295300,0
3631,1,1,1,63,316000,19910,28,634,13000,82400,11600,131900,0
3632,0,1,0,66,765000,15440,22,608,86200,51500,21600,911000,0
3633,0,1,1,48,1315000,49510,25,660,36300,96400,35300,182300,1
3634,5,0,0,80,738000,28890,29,584,32400,52000,20600,262300,0
3635,0,1,0,22,1427000,14960,10,765,73300,20100,8600,657600,1
3636,1,1,1,36,1287000,21490,10,761,39400,35700,20100,692100,1
3637,3,1,0,66,697000,36490,18,453,50200,28500,29100,891900,0
3638,5,1,1,21,892000,41270,23,656,50000,97100,17300,344800,1
3639,1,0,1,56,1335000,41860,23,488,21900,63400,10500,193300,0
3640,0,1,0,75,567000,26000,25,872,70100,16900,39800,80700,0
3641,0,0,1,32,785000,18860,23,861,75200,29400,44900,27900,0
3642,5,0,1,52,797000,7410,29,445,86800,50800,11400,614500,0
3643,4,0,1,59,319000,28840,14,729,29900,68900,7600,914100,1
3644,1,1,0,59,1459000,32730,7,863,65800,69300,8200,701800,1
3645,5,0,1,56,1333000,38190,20,852,36500,42700,17100,713700,1
3646,0,0,0,79,1050000,30200,10,701,83700,67200,22800,248300,0
3647,5,0,1,31,444000,16900,28,588,98100,46300,41800,571900,1
3648,2,0,0,51,1076000,45050,12,376,23800,6600,24900,160700,0
3649,4,1,0,75,955000,23870,9,722,88800,71300,20100,35700,0
3650,0,0,0,22,1169000,29770,23,842,5700,88500,46000,773000,1
3651,3,0,1,52,741000,31350,27,503,44900,77000,11100,158800,0
3652,2,1,0,28,474000,13220,25,382,37800,47400,10500,777000,0
3653,5,1,0,56,922000,24630,28,738,89200,32900,20500,931100,0
3654,2,1,0,27,558000,42100,26,512,26900,6900,39100,888600,1
3655,4,1,1,65,1186000,16660,14,753,38400,1200,48100,834000,1
3656,1,0,0,53,1268000,26700,13,368,40500,16800,10500,261200,0
3657,0,0,0,25,820000,19640,15,852,94800,82500,37000,936500,1
3658,3,1,1,68,1260000,27730,15,402,9400,83600,47600,119400,0
3659,5,1,1,41,1142000,8950,26,769,85100,27600,10100,957400,1
3660,4,0,1,60,1259000,18970,27,878,53100,99500,32000,269000,0
3661,4,1,0,61,1139000,4450,29,742,98200,47700,20100,383100,0
3662,1,0,0,22,335000,7180,19,723,70000,34400,39700,562100,1
3663,0,1,1,56,856000,15930,18,716,76500,82500,21900,34500,1
3664,2,1,0,78,1231000,31030,9,894,78700,41700,18300,356700,0
3665,3,0,1,49,745000,1790,16,751,78100,82100,3200,985300,1
3666,2,0,1,73,1055000,3900,8,332,99600,3700,41200,645100,0
3667,2,1,0,39,1333000,28140,23,743,17400,35100,22800,497100,1
3668,1,0,0,27,1150000,42750,6,640,84500,96200,46400,491800,1
3669,1,0,0,80,1369000,33900,27,453,15300,96400,1300,926600,0
3670,5,0,1,49,539000,7320,29,614,89000,89300,23000,368600,1
3671,2,1,1,72,314000,40000,14,604,21900,10200,35500,314300,0
3672,2,1,0,50,1054000,26390,10,542,22800,34400,40700,806300,1
3673,0,0,0,29,1059000,8080,10,895,18400,72500,13700,648600,1
3674,2,0,0,44,581000,8220,26,574,29200,83100,2000,426500,1
3675,0,1,0,69,937000,45110,13,650,28000,61900,25400,696300,1
3676,1,0,1,22,1004000,22020,21,618,87800,18100,25500,796200,1
3677,0,0,0,72,1216000,5540,19,409,94200,26700,8900,353200,0
3678,5,0,0,32,463000,31910,29,763,91600,48000,15400,977600,1
3679,5,1,1,47,661000,33610,16,489,14500,23400,5000,388700,0
3680,4,0,1,38,778000,9090,13,881,97500,6700,16400,223800,1
3681,1,1,1,55,239000,690,26,644,78600,26600,20100,874300,0
3682,2,1,1,75,792000,49910,27,324,86500,97700,39800,270800,0
3683,3,0,0,41,1326000,10340,20,636,27900,29500,5000,796000,1
3684,4,0,1,58,1249000,40500,25,620,84000,34100,23500,422700,0
3685,4,0,0,68,1384000,45660,20,771,66500,84700,12800,802300,1
3686,1,0,1,50,1103000,26340,16,568,74400,19800,6700,821600,1
3687,5,1,0,51,712000,43260,22,336,25000,90500,36800,704800,0
3688,0,0,1,62,702000,7650,6,561,61300,57400,19700,757800,1
3689,0,0,0,74,608000,44500,13,779,28000,30700,25100,553400,0
3690,4,0,1,65,560000,11380,16,866,56300,65000,15300,309500,1
3691,1,1,0,41,1217000,35030,26,578,76300,12500,46500,360300,1
3692,2,1,0,72,369000,24960,14,836,69700,91700,23200,736000,0
3693,0,0,1,62,1493000,5170,11,757,60000,82900,27700,192100,1
3694,3,1,0,42,657000,13050,12,403,84400,17600,45100,184200,0
3695,3,1,1,61,520000,4410,8,861,37100,45000,47700,615600,1
3696,0,0,1,70,342000,15070,20,664,23700,53800,17600,222600,1
3697,2,0,1,53,289000,26180,14,434,64200,32300,40600,19000,0
3698,4,1,1,59,1260000,11990,9,489,53400,18400,34200,342100,0
3699,4,0,1,40,738000,21030,8,516,57900,37700,7000,131300,1
3700,4,1,0,54,425000,6370,22,434,82700,68400,36200,415200,0
3701,1,1,0,30,451000,34680,15,832,84900,26000,34900,674300,1
3702,3,0,0,80,1340000,31670,17,802,19100,90300,23100,569100,0
3703,0,0,1,48,817000,34400,10,568,20900,82800,29500,123700,1
3704,3,0,1,25,684000,36230,23,419,92800,48600,47900,889800,0
3705,4,0,0,74,1426000,47520,7,502,72700,28300,2100,501600,0
3706,3,0,1,80,799000,11840,9,523,62300,28100,21400,61200,0
3707,5,1,1,34,764000,35130,7,825,90400,46500,7400,767800,1
3708,5,1,0,27,1449000,3440,11,636,8300,29200,33900,943800,1
3709,4,0,1,52,740000,43230,23,743,65600,13700,22000,367200,0
3710,5,0,1,79,499000,48530,16,822,79200,23600,1600,252200,0
3711,4,1,0,63,1331000,13740,6,825,41200,83900,46800,474700,1
3712,4,0,1,50,1182000,23210,23,694,55300,45100,18800,732300,1
3713,3,1,0,42,1454000,15700,28,844,34200,35800,33400,727200,1
3714,5,0,1,30,1444000,2400,22,782,33800,48800,39200,521400,1
3715,1,0,0,60,797000,47370,19,898,60800,85800,1200,372200,1
3716,4,1,0,53,459000,11570,17,449,24700,50500,36200,247500,0
3717,3,0,1,41,838000,3940,9,685,23200,77200,2900,279700,1
3718,1,0,0,21,991000,41480,7,526,83800,43700,25400,58200,1
3719,1,0,1,49,899000,47550,14,805,70200,41600,18700,142800,1
3720,0,0,1,54,655000,14130,28,415,800,41500,28700,750400,0
3721,2,0,1,42,1439000,13480,6,630,14100,1300,12900,277700,1
3722,4,1,1,64,451000,18880,7,676,18100,72700,22800,134200,1
3723,1,1,0,74,1453000,28940,27,781,24900,35500,15900,267000,0
3724,3,1,1,35,1022000,6890,23,473,69700,13700,6700,316700,0
3725,1,0,1,49,1340000,42800,26,544,53500,48000,31100,722600,1
3726,0,0,1,50,476000,48940,29,733,9100,61700,7300,162800,1
3727,4,0,1,26,810000,620,27,460,86200,93800,45300,469300,0
3728,1,0,1,32,463000,8300,10,846,67600,39000,49800,232800,1
3729,5,0,1,36,568000,29370,7,683,35000,89200,34900,126200,1
3730,2,1,0,60,568000,10130,16,435,6800,69600,26500,737400,0
3731,3,1,1,43,623000,45690,5,823,84200,97100,40800,655200,1
3732,1,0,0,56,413000,30590,29,859,200,17600,45300,173500,0
3733,5,1,0,32,1486000,12870,16,431,40900,70800,19500,627600,0
3734,5,1,0,39,1004000,44310,10,764,82900,69600,16700,332400,1
3735,0,0,0,38,1481000,17510,24,733,6800,62900,31400,114300,1
3736,0,1,0,49,1126000,820,8,793,33600,61700,40700,895500,1
3737,2,1,0,77,1294000,19540,22,638,54900,7900,11000,801300,0
3738,1,1,1,49,344000,45350,20,872,27200,84600,19600,518600,1
3739,2,1,1,28,563000,43010,28,305,72200,73600,48900,884200,0
3740,3,0,1,23,663000,42040,25,582,80000,43100,42500,553500,1
3741,5,1,0,72,556000,24100,17,363,81600,68800,5000,794600,0
3742,4,1,1,76,288000,26440,26,389,99800,65000,48100,863000,0
3743,0,1,1,76,1145000,13980,28,876,83500,66200,10800,295100,0
3744,4,0,0,59,1476000,11830,16,306,7300,56300,16800,408900,0
3745,4,0,0,46,969000,13560,11,863,60900,83400,34000,654900,1
3746,1,1,0,35,1037000,39180,22,725,68600,99800,10600,296800,1
3747,4,1,1,48,1465000,46990,25,476,30400,88500,23800,196500,0
3748,5,0,1,36,209000,23000,23,517,53600,81500,23400,693200,0
3749,3,0,1,54,562000,49630,8,747,22500,80100,13700,852500,1
3750,2,1,1,43,1498000,7820,8,312,45200,22500,7400,723200,0
3751,0,1,0,33,765000,42760,18,450,14900,31200,14200,209800,0
3752,2,0,0,30,821000,12880,15,499,91900,5000,37700,240700,0
3753,5,1,1,41,757000,28110,25,807,21200,33700,25500,69500,0
3754,5,1,0,47,1210000,42700,20,607,69500,35300,13900,661100,1
3755,4,0,0,32,1002000,34020,24,486,94900,78900,7300,821500,0
3756,4,1,1,77,279000,17580,11,753,24300,1300,40600,24600,0
3757,2,1,1,79,1282000,7710,20,631,41700,50600,28500,393900,0
3758,3,1,0,64,991000,30240,12,764,83000,91000,41100,419500,1
3759,4,1,1,41,510000,9520,12,832,9000,41200,21400,919400,1
3760,5,1,0,39,1091000,3710,24,832,6400,62500,18100,519400,1
3761,2,0,1,26,1083000,9010,23,551,26100,4200,36400,675000,1
3762,5,0,1,55,282000,23310,16,387,75700,54800,44300,499100,0
3763,0,0,1,62,1405000,34420,23,362,97400,96600,26800,995400,0
3764,0,1,1,61,848000,22960,8,534,70100,76100,12700,121200,1
3765,0,1,0,50,1374000,9270,9,428,12400,66100,19200,659000,0
3766,0,1,0,52,374000,42940,6,881,27900,91800,1500,880300,1
3767,4,1,0,30,1138000,45910,5,470,40800,56000,40400,222100,0
3768,1,1,1,71,235000,15550,7,517,84100,49700,20100,975200,0
3769,4,1,0,68,1040000,49060,22,396,66700,88100,18000,853600,0
3770,2,1,1,31,655000,23420,9,464,73500,28700,42300,965600,0
3771,0,1,1,45,1307000,1090,20,380,34600,27900,15500,162900,0
3772,2,1,0,47,829000,10380,12,805,45800,26200,49900,434500,1
3773,2,0,1,57,565000,6690,27,405,33900,97600,24500,365500,0
3774,3,0,1,49,754000,27180,9,856,68400,13800,16400,726300,1
3775,2,0,1,55,209000,20420,24,734,52700,65100,7200,568200,0
3776,3,0,1,35,562000,31890,22,775,36300,51900,13000,881600,1
3777,4,0,1,76,941000,11350,29,377,56600,76300,33800,566500,0
3778,4,0,1,63,1395000,44340,21,323,3300,20800,44900,124700,0
3779,3,0,1,55,1314000,44880,11,714,47900,64000,37800,250500,1
3780,4,0,0,36,796000,10560,20,429,26500,91800,15100,521700,0
3781,0,0,1,42,1292000,14140,12,762,63400,29700,26200,490200,1
3782,5,1,0,47,767000,30220,17,530,41500,33500,6100,672100,1
3783,3,0,1,36,1216000,30300,24,756,33700,17500,5700,440000,1
3784,5,0,1,61,1195000,6930,12,393,96000,59000,31100,872200,0
3785,0,0,1,23,1142000,34490,21,332,45300,33500,9600,279700,0
3786,1,1,1,28,935000,29210,24,311,700,86900,29700,368600,0
3787,1,1,1,45,1487000,13390,6,853,600,38700,15200,535500,1
3788,3,1,0,53,1450000,47220,6,587,36800,36300,10200,30900,0
3789,5,1,0,64,652000,28960,11,416,5900,2600,23700,52900,0
3790,1,1,1,46,1471000,18690,15,424,48900,11300,13600,301600,0
3791,4,0,0,52,770000,20750,13,633,39000,97800,3500,653500,1
3792,2,0,1,25,796000,16010,9,488,99700,5100,12400,125100,0
3793,2,0,0,40,1450000,40220,10,867,71100,65900,39000,412000,1
3794,3,0,1,61,1109000,44060,12,816,19300,68200,5200,137100,1
3795,0,1,0,76,1269000,10240,24,490,39300,66500,44300,719300,0
3796,1,1,0,47,1359000,38500,5,671,58500,11800,41200,480500,1
3797,5,0,0,32,341000,8190,12,400,60800,2400,3300,646300,0
3798,2,1,1,21,489000,19070,14,521,1800,88500,27000,815500,1
3799,1,1,1,61,1105000,3640,12,582,73700,21200,24400,596500,1
3800,3,0,0,65,949000,19190,13,735,33800,68300,25400,304400,1
3801,0,0,0,63,1144000,42180,10,851,37300,78800,42000,690600,1
3802,1,1,1,57,566000,21270,25,803,38900,33300,35100,754200,0
3803,5,1,0,61,606000,21470,16,739,97300,47100,43100,483000,1
3804,0,0,1,51,1116000,25310,23,352,74800,82800,39500,605400,0
3805,3,1,0,44,1227000,24180,27,636,80400,67400,11400,694200,1
3806,2,0,1,65,262000,5760,26,794,68100,54700,9800,29000,0
3807,0,1,1,77,1216000,12330,28,443,52200,83500,7000,47600,0
3808,4,1,1,67,726000,46310,12,811,38200,300,27400,370700,1
3809,5,0,1,57,714000,37790,18,479,92000,41600,44200,685400,0
3810,0,0,0,73,1233000,4640,29,851,67600,91200,49100,846300,0
3811,3,0,1,42,892000,26640,6,702,96300,89500,17400,745800,1
3812,0,0,1,56,318000,29590,9,831,51600,23200,41300,455300,1
3813,0,0,1,36,206000,18010,17,559,75200,37000,8300,782900,0
3814,2,1,1,54,1202000,45820,27,694,79700,97700,1700,247600,0
3815,2,1,0,77,393000,49830,22,624,46400,40000,31900,813500,0
3816,1,1,0,28,451000,11080,28,749,79600,80600,22900,411700,1
3817,3,1,1,67,386000,17740,26,710,53200,53400,38000,755200,0
3818,2,0,0,55,416000,12740,25,778,51800,65700,36100,501700,0
3819,4,0,0,26,324000,44880,25,837,3600,66800,19500,563200,1
3820,2,1,1,47,747000,48870,16,499,94600,95800,13800,848100,0
3821,4,1,1,53,1377000,30220,25,724,77000,7800,10600,551700,0
3822,5,0,0,78,930000,40380,18,544,36900,85900,47600,90300,0
3823,4,0,1,54,977000,1460,25,400,70900,6500,46000,935000,0
3824,2,1,1,24,445000,45780,21,322,45900,90300,7700,718800,0
3825,5,1,1,77,1337000,8010,14,711,86200,97500,5900,305800,0
3826,5,1,1,38,705000,5800,16,875,93000,86400,33200,267500,1
3827,1,0,1,61,777000,24070,13,706,53900,76500,19900,728900,1
3828,2,0,0,57,435000,33970,24,743,90800,67300,2400,154500,0
3829,3,1,1,68,804000,8730,12,862,38500,73000,12500,213000,1
3830,2,1,0,46,395000,48000,23,632,7800,60500,28500,173800,1
3831,5,1,0,72,1383000,44950,22,686,23300,33200,37400,409600,0
3832,1,0,0,42,837000,17040,24,472,57100,21200,21400,626900,0
3833,1,1,0,21,633000,38410,20,898,8900,40800,3900,230100,1
3834,2,0,0,34,1478000,20120,6,668,84400,20600,21500,765300,1
3835,1,0,0,44,1029000,14360,18,422,23700,69700,12200,988700,0
3836,2,1,1,29,1305000,49110,29,743,7600,1500,4000,589900,1
3837,3,0,1,32,343000,45760,20,845,58200,4900,8700,410200,1
3838,4,1,0,31,1473000,4200,7,829,10000,21100,29600,829300,1
3839,0,0,1,48,204000,26310,28,561,43700,74600,6400,633500,0
3840,0,1,1,55,1265000,46340,8,899,30600,5100,44600,887800,1
3841,5,0,0,77,497000,27430,21,481,70900,21100,7000,709800,0
3842,1,1,0,36,687000,42110,22,652,42200,5700,43300,735800,1
3843,3,0,0,42,345000,22360,29,446,31600,66100,16400,304300,0
3844,3,0,1,52,743000,36850,9,599,32000,22500,49700,125100,1
3845,1,1,1,57,458000,4920,14,612,77500,67900,36300,677700,1
3846,2,1,0,78,959000,7510,7,880,52400,41100,19300,144700,0
3847,3,0,1,43,946000,20400,11,883,15700,94200,33500,577200,1
3848,4,0,1,68,1171000,12470,16,675,73500,84200,11900,545600,1
3849,1,1,0,28,1244000,17820,19,414,22900,17200,2500,934500,0
3850,4,1,1,34,378000,7630,13,345,46800,95100,48500,423400,0
3851,1,0,1,55,249000,9610,20,760,56400,66800,18900,87900,0
3852,0,0,1,66,782000,49200,10,787,20400,93200,30800,480600,1
3853,0,1,0,61,1124000,8590,23,734,93200,5600,47700,677900,0
3854,4,0,0,67,1083000,35160,22,617,11400,90600,49600,551800,0
3855,5,0,1,80,979000,16800,8,715,24100,18800,20900,969400,0
3856,5,0,1,52,1470000,6380,8,645,70400,16400,42000,365900,1
3857,0,0,1,64,546000,39920,16,330,15000,5700,18300,240000,0
3858,0,1,1,24,514000,41020,29,612,85800,64500,21500,799800,1
3859,2,0,0,22,644000,38320,25,826,8800,14400,28500,628100,1
3860,2,1,1,79,255000,41150,6,359,88000,9500,48200,692200,0
3861,2,0,0,36,769000,31470,23,486,91600,58300,9000,105500,0
3862,4,1,0,40,1453000,19430,28,799,70000,78700,9100,622600,1
3863,1,0,0,32,1170000,49900,9,873,55100,53900,12900,169700,1
3864,1,0,1,34,581000,39190,23,894,88000,91400,10600,27300,1
3865,1,1,1,58,909000,41150,10,807,94300,800,28700,762800,1
3866,2,0,0,64,1341000,21590,16,837,9100,9000,5200,283100,1
3867,2,1,0,30,826000,27470,10,324,75700,51700,6700,979000,0
3868,1,0,1,34,617000,5830,19,798,51500,76700,9100,779200,1
3869,1,1,0,57,725000,1320,11,750,19300,63100,24800,200800,1
3870,1,0,0,31,739000,4320,19,868,47700,71600,7900,978100,1
3871,5,0,0,52,706000,9360,24,425,32900,63300,11900,81600,0
3872,5,0,1,41,739000,38740,19,427,74600,46300,36100,581200,0
3873,2,0,0,38,1151000,44770,28,719,13900,83200,34100,478000,1
3874,1,0,1,72,497000,35890,9,441,75900,38300,17900,680600,0
3875,0,1,1,61,218000,43160,17,497,1800,30400,28400,430000,0
3876,5,0,1,29,1405000,41240,23,868,31600,32200,33500,504400,1
3877,2,0,0,46,614000,11360,16,517,94200,49500,34700,837700,1
3878,2,0,0,65,631000,12280,20,708,61600,14400,48000,559800,1
3879,5,1,1,64,389000,9650,12,414,36700,81900,34300,833600,0
3880,4,0,1,64,1108000,22130,27,308,66800,3300,31900,620300,0
3881,5,0,0,49,939000,17560,16,579,23900,72000,23700,581000,1
3882,5,1,0,48,719000,40970,9,894,71800,23100,23800,511500,1
3883,0,0,0,76,981000,38760,9,845,8600,81400,43900,159900,0
3884,1,0,1,23,1439000,42440,6,893,54700,55000,48200,35400,0
3885,5,1,0,52,995000,18130,26,349,50400,58100,1400,312800,0
3886,3,1,0,61,1453000,2420,21,559,3900,14700,38000,293800,0
3887,1,0,1,67,733000,47330,17,553,86200,94200,11700,622700,1
3888,4,1,0,55,1125000,27560,17,323,60100,55300,37300,277200,0
3889,0,1,1,40,614000,22680,5,791,82400,49200,14700,934600,1
3890,4,0,1,49,852000,36720,23,493,86800,98600,3300,358300,0
3891,5,0,1,33,1106000,9660,5,326,62500,61600,16900,585800,0
3892,1,1,0,79,939000,31200,17,814,91500,93100,34300,179500,0
3893,3,0,0,43,944000,8360,11,786,59000,40700,2500,517000,1
3894,4,0,1,25,528000,10560,21,765,44100,93400,4300,814700,1
3895,2,0,1,25,317000,22960,14,760,7300,29600,19000,412700,1
3896,4,0,1,41,1221000,9960,18,751,85000,39300,8900,781800,1
3897,0,0,0,44,961000,4230,12,376,58100,33200,2200,687900,0
3898,4,1,0,26,1350000,14220,20,775,69100,98200,45900,623500,1
